dataset_name,Cultural Accuracy,Regional Accuracy,Social Accuracy,Bias Stereotype
dataset2,1.824587143204189,1.7274413563493942,1.760417476870532,1.2203339430668305
dataset3,1.7801418148848078,1.7683350250874943,1.771896800843958,1.8115952491335778
dataset4,1.4579770916242114,1.355205571191121,1.4168336634229592,1.3032719822775052
